game_id,is_win,player_id,date
1,1,1,1
1,0,2,1
2,1,3,1
2,0,4,1
3,1,5,1
3,0,6,1
4,1,7,1
4,0,8,1
5,1,9,1
5,0,10,1
6,1,11,1
6,0,12,1
7,1,13,1
7,0,14,1
8,1,15,1
8,0,16,1
9,1,17,1
9,0,18,1
10,1,19,1
10,0,20,1
11,1,21,1
11,0,22,1
12,1,23,1
12,0,24,1
13,1,25,1
13,0,26,1
14,1,27,1
14,0,28,1
15,1,29,1
15,0,30,1
16,1,31,1
16,0,32,1
17,1,33,1
17,0,34,1
18,1,35,1
18,0,36,1
19,1,37,1
19,0,38,1
20,1,39,1
20,0,40,1
21,1,41,1
21,0,42,1
22,1,43,1
22,0,44,1
23,1,45,1
23,0,46,1
24,1,47,1
24,0,48,1
25,1,49,1
25,0,50,1
26,1,51,1
26,0,52,1
27,1,53,1
27,0,54,1
28,1,55,1
28,0,56,1
29,1,57,1
29,0,58,1
30,1,59,1
30,0,60,1
31,1,61,1
31,0,62,1
32,1,63,1
32,0,64,1
33,1,65,1
33,0,66,1
34,1,67,1
34,0,68,1
35,1,69,1
35,0,70,1
36,1,71,1
36,0,72,1
37,1,73,1
37,0,74,1
38,1,75,1
38,0,76,1
39,1,77,1
39,0,78,1
40,1,79,1
40,0,80,1
41,1,81,1
41,0,82,1
42,1,83,1
42,0,84,1
43,1,85,1
43,0,86,1
44,1,87,1
44,0,88,1
45,1,89,1
45,0,90,1
46,1,91,1
46,0,92,1
47,1,93,1
47,0,94,1
48,1,95,1
48,0,96,1
49,1,1,1
49,0,7,1
50,1,3,1
50,0,9,1
51,1,11,1
51,0,5,1
52,1,13,1
52,0,19,1
53,1,21,1
53,0,15,1
54,1,17,1
54,0,23,1
55,1,25,1
55,0,31,1
56,1,27,1
56,0,33,1
57,1,29,1
57,0,35,1
58,1,43,1
58,0,37,1
59,1,45,1
59,0,39,1
60,1,47,1
60,0,41,1
61,1,49,1
61,0,55,1
62,1,51,1
62,0,57,1
63,1,53,1
63,0,59,1
64,1,61,1
64,0,67,1
65,1,69,1
65,0,63,1
66,1,65,1
66,0,71,1
67,1,79,1
67,0,73,1
68,1,75,1
68,0,81,1
69,1,77,1
69,0,83,1
70,1,91,1
70,0,85,1
71,1,87,1
71,0,93,1
72,1,89,1
72,0,95,1
73,1,13,1
73,0,1,1
74,1,21,1
74,0,3,1
75,1,11,1
75,0,17,1
76,1,25,1
76,0,43,1
77,1,45,1
77,0,27,1
78,1,29,1
78,0,47,1
79,1,61,1
79,0,49,1
80,1,69,1
80,0,51,1
81,1,65,1
81,0,53,1
82,1,91,1
82,0,79,1
83,1,75,1
83,0,87,1
84,1,77,1
84,0,89,1
85,1,13,1
85,0,25,1
86,1,21,1
86,0,45,1
87,1,29,1
87,0,11,1
88,1,91,1
88,0,61,1
89,1,75,1
89,0,69,1
90,1,65,1
90,0,77,1
91,1,91,1
91,0,13,1
92,1,75,1
92,0,21,1
93,1,65,1
93,0,29,1
94,1,97,2
94,0,98,2
95,1,99,2
95,0,78,2
96,1,100,2
96,0,101,2
97,1,102,2
97,0,103,2
98,1,34,2
98,0,104,2
99,1,82,2
99,0,105,2
100,1,52,2
100,0,106,2
101,1,107,2
101,0,108,2
102,1,109,2
102,0,40,2
103,1,5,2
103,0,3,2
104,1,15,2
104,0,47,2
105,1,65,2
105,0,110,2
106,1,111,2
106,0,112,2
107,1,6,2
107,0,30,2
108,1,21,2
108,0,9,2
109,1,25,2
109,0,93,2
110,1,113,2
110,0,46,2
111,1,114,2
111,0,24,2
112,1,27,2
112,0,115,2
113,1,49,2
113,0,71,2
114,1,116,2
114,0,39,2
115,1,117,2
115,0,11,2
116,1,118,2
116,0,59,2
117,1,119,2
117,0,120,2
118,1,16,2
118,0,121,2
119,1,91,2
119,0,12,2
120,1,75,2
120,0,122,2
121,1,95,2
121,0,123,2
122,1,23,2
122,0,89,2
123,1,45,2
123,0,77,2
124,1,53,2
124,0,124,2
125,1,125,2
125,0,126,2
126,1,97,2
126,0,100,2
127,1,99,2
127,0,102,2
128,1,52,2
128,0,34,2
129,1,82,2
129,0,107,2
130,1,15,2
130,0,109,2
131,1,5,2
131,0,65,2
132,1,111,2
132,0,21,2
133,1,6,2
133,0,25,2
134,1,113,2
134,0,27,2
135,1,49,2
135,0,114,2
136,1,118,2
136,0,116,2
137,1,117,2
137,0,119,2
138,1,75,2
138,0,16,2
139,1,91,2
139,0,95,2
140,1,53,2
140,0,23,2
141,1,125,2
141,0,45,2
142,1,52,2
142,0,97,2
143,1,82,2
143,0,99,2
144,1,111,2
144,0,15,2
145,1,6,2
145,0,5,2
146,1,118,2
146,0,113,2
147,1,49,2
147,0,117,2
148,1,53,2
148,0,75,2
149,1,125,2
149,0,91,2
150,1,111,2
150,0,52,2
151,1,82,2
151,0,6,2
152,1,118,2
152,0,53,2
153,1,125,2
153,0,49,2
154,1,118,2
154,0,111,2
155,1,82,2
155,0,125,2
156,1,127,2
156,0,128,2
157,1,129,2
157,0,19,2
158,1,39,2
158,0,34,2
159,1,118,2
159,0,63,2
160,1,69,2
160,0,14,2
161,1,130,2
161,0,71,2
162,1,100,2
162,0,131,2
163,1,40,2
163,0,132,2
164,1,107,2
164,0,31,2
165,1,77,2
165,0,104,2
166,1,27,2
166,0,115,2
167,1,25,2
167,0,90,2
168,1,45,2
168,0,41,2
169,1,133,2
169,0,95,2
170,1,78,2
170,0,42,2
171,1,97,2
171,0,23,2
172,1,99,2
172,0,16,2
173,1,73,2
173,0,134,2
174,1,11,2
174,0,24,2
175,1,49,2
175,0,37,2
176,1,120,2
176,0,7,2
177,1,106,2
177,0,135,2
178,1,47,2
178,0,136,2
179,1,109,2
179,0,80,2
180,1,124,2
180,0,38,2
181,1,126,2
181,0,137,2
182,1,89,2
182,0,138,2
183,1,123,2
183,0,111,2
184,1,87,2
184,0,75,2
185,1,50,2
185,0,139,2
186,1,20,2
186,0,68,2
187,1,3,2
187,0,140,2
188,1,119,2
188,0,2,2
189,1,117,2
189,0,141,2
190,1,9,2
190,0,121,2
191,1,6,2
191,0,108,2
192,1,114,2
192,0,30,2
193,1,79,2
193,0,101,2
194,1,55,2
194,0,59,2
195,1,91,2
195,0,48,2
196,1,142,2
196,0,143,2
197,1,144,2
197,0,54,2
198,1,103,2
198,0,84,2
199,1,145,2
199,0,44,2
200,1,51,2
200,0,146,2
201,1,147,2
201,0,148,2
202,1,61,2
202,0,94,2
203,1,125,2
203,0,5,2
204,1,93,2
204,0,64,2
205,1,12,2
205,0,83,2
206,1,52,2
206,0,53,2
207,1,21,2
207,0,74,2
208,1,105,2
208,0,149,2
209,1,46,2
209,0,62,2
210,1,13,2
210,0,92,2
211,1,150,2
211,0,151,2
212,1,1,2
212,0,81,2
213,1,113,2
213,0,152,2
214,1,102,2
214,0,65,2
215,1,28,2
215,0,72,2
216,1,76,2
216,0,153,2
217,1,57,2
217,0,66,2
218,1,82,2
218,0,15,2
219,1,154,2
219,0,17,2
220,1,127,2
220,0,129,2
221,1,39,2
221,0,118,2
222,1,69,2
222,0,130,2
223,1,40,2
223,0,100,2
224,1,107,2
224,0,77,2
225,1,27,2
225,0,25,2
226,1,45,2
226,0,133,2
227,1,97,2
227,0,78,2
228,1,99,2
228,0,73,2
229,1,49,2
229,0,11,2
230,1,120,2
230,0,106,2
231,1,47,2
231,0,109,2
232,1,124,2
232,0,126,2
233,1,123,2
233,0,89,2
234,1,87,2
234,0,50,2
235,1,3,2
235,0,20,2
236,1,117,2
236,0,119,2
237,1,6,2
237,0,9,2
238,1,79,2
238,0,114,2
239,1,55,2
239,0,91,2
